"unique_storm_number","ant_discharge_date","ant_dis_1day_max","ant_dis_2day_mean","ant_dis_2day_max","ant_dis_3day_mean","ant_dis_3day_max","ant_dis_7day_mean","ant_dis_7day_max","ant_dis_14day_mean","ant_dis_14day_max"
131,2015-03-26 14:21:00,62.6,39.65,62.6,32,62.6,23.1571428571429,62.6,17.8571428571429,62.6
132,2015-03-26 19:15:00,62.6,39.65,62.6,32,62.6,23.1571428571429,62.6,17.8571428571429,62.6
133,2015-03-27 01:00:00,262,162.3,262,113.766666666667,262,58.1571428571429,262,35.5714285714286,262
134,2015-05-03 16:54:00,4.56,4.33,4.56,4.23666666666667,4.56,4.82571428571429,6.98,5.18071428571429,6.98
135,2015-05-10 18:45:00,3.26,3.15,3.26,3.40666666666667,3.92,8.26,22.7,6.54285714285714,22.7
136,2015-05-16 04:00:00,83.9,49.4,83.9,41.2333333333333,83.9,43.7228571428571,83.9,26.0842857142857,83.9
138,2015-05-28 22:27:00,7.16,8.505,9.85,8.79,9.85,9.04428571428571,10.9,29.1292857142857,142
139,2015-06-01 15:46:00,32,41.45,50.9,78.3,152,47.6242857142857,152,30.4007142857143,152
141,2015-08-25 08:54:00,63.2,31.93,63.2,21.2866666666667,63.2,9.12428571428572,63.2,4.57642857142857,63.2
142,2015-09-05 00:57:00,19.7,10.195,19.7,6.95333333333333,19.7,3.82857142857143,19.7,12.59,63.8
146,2015-11-12 15:03:00,5.25,3.625,5.25,3.16666666666667,5.25,4.95428571428571,11.8,5.87214285714286,20.3
147,2015-11-16 23:20:00,18.1,25.55,33,53.3666666666667,109,41.3714285714286,120,25.02,120
150,2015-11-29 04:51:00,122,64.31,122,45.27,122,24.7242857142857,122,31.2407142857143,122
151,2015-11-29 15:50:00,122,64.31,122,45.27,122,24.7242857142857,122,31.2407142857143,122
153,2015-12-02 05:27:00,255,475,695,686.666666666667,1110,314.821428571429,1110,166.547857142857,1110
154,2015-12-09 11:00:00,48.3,43.75,48.3,44.0333333333333,48.3,75.3142857142857,176,195.067857142857,1110
156,2016-02-06 10:45:00,68.3,39.55,68.3,28.98,68.3,17.4385714285714,68.3,13.3585714285714,68.3
157,2016-02-07 11:30:00,191,129.65,191,90.0333333333333,191,43.6628571428571,191,26.3807142857143,191
160,2016-02-21 20:00:00,39.5,40.2,40.9,43.2,49.2,70.0571428571429,130,69.55,130
161,2016-02-22 03:30:00,126,82.75,126,68.8,126,69.4857142857143,126,71.1214285714286,130
162,2016-02-23 05:19:00,345,235.5,345,170.166666666667,345,104.885714285714,345,91.0357142857143,345
163,2016-02-24 02:14:00,397,371,397,289.333333333333,397,150.857142857143,397,115.492857142857,397
165,2016-02-28 16:30:00,68.6,75.8,83,87.2,110,194.657142857143,397,132.357142857143,397
166,2016-03-01 15:09:00,97.2,99.6,102,89.2666666666667,102,155.828571428571,397,130.357142857143,397
167,2016-03-12 10:15:00,56.1,41.65,56.1,38.0333333333333,56.1,43.7428571428571,63.5,131.8,633
168,2016-03-13 06:19:00,250,153.05,250,111.1,250,70.3857142857143,250,144.757142857143,633
169,2016-03-17 00:12:00,341,204.75,341,171.833333333333,341,156.828571428571,341,108.992857142857,341
170,2016-03-17 12:36:00,341,204.75,341,171.833333333333,341,156.828571428571,341,108.992857142857,341
177,2016-06-01 18:44:00,9.79,8.425,9.79,7.69666666666667,9.79,7.44571428571429,12.9,6.47285714285714,12.9
178,2016-06-12 03:38:00,16,9.6,16,7.81666666666667,16,7.19285714285714,16,20.0171428571429,107
181,2016-07-15 02:20:00,14.6,8.315,14.6,6.27333333333333,14.6,4.91285714285714,14.6,3.35285714285714,14.6
185,2016-08-27 04:52:00,6.84,7.07,7.3,9.78,15.2,5.17142857142857,15.2,3.56928571428571,15.2
191,2016-09-07 22:51:00,3.68,4.17,4.66,4.94,6.48,8.98,21.1,14.3857142857143,53.5
192,2016-10-12 08:59:00,17.4,10.055,17.4,7.64666666666667,17.4,5.19,17.4,7.55857142857143,22.3
193,2016-11-14 01:39:00,17.2,11.645,17.2,9.98666666666667,17.2,7.02571428571429,17.2,5.76357142857143,17.2
194,2016-11-14 15:00:00,17.2,11.645,17.2,9.98666666666667,17.2,7.02571428571429,17.2,5.76357142857143,17.2
197,2016-12-12 01:30:00,23.3,13.89,23.3,10.6833333333333,23.3,7.04571428571429,23.3,5.865,23.3
200,2017-01-05 19:00:00,110,102.6,110,82.7,110,39.9985714285714,110,24.0085714285714,110
201,2017-01-07 00:15:00,176,139.5,176,129.666666666667,176,77.5171428571429,176,43.2985714285714,176
202,2017-01-08 08:43:00,287,231.5,287,188.666666666667,287,117.524285714286,287,63.5442857142857,287
203,2017-01-09 08:10:00,262,274.5,287,241.666666666667,287,153.728571428571,287,82.0242857142857,287
206,2017-01-31 11:15:00,44.4,32.95,44.4,26.7,44.4,17.7857142857143,44.4,16.2357142857143,44.4
207,2017-02-03 11:30:00,46.1,51.1,56.1,58.7333333333333,74,38.4,74,25.0285714285714,74
208,2017-02-04 07:45:00,73.4,59.75,73.4,58.5333333333333,73.4,47.1,74,29.2928571428571,74
209,2017-02-05 08:30:00,139,106.2,139,86.1666666666667,139,64.9285714285714,139,38.3142857142857,139
210,2017-02-06 17:49:00,134,136.5,139,115.466666666667,139,81,139,47.0357142857143,139
213,2017-02-14 00:30:00,96.7,73.45,96.7,67.1666666666667,96.7,102.6,223,104.485714285714,223
214,2017-02-14 22:17:00,96.7,73.45,96.7,67.1666666666667,96.7,102.6,223,104.485714285714,223
215,2017-02-19 14:00:00,37.7,41.45,45.2,49.1333333333333,64.5,104.471428571429,300,118.471428571429,300
216,2017-02-21 00:09:00,416,277,416,197.233333333333,416,162.628571428571,416,132.614285714286,416
218,2017-03-10 17:15:00,24.3,21.8,24.3,21.3666666666667,24.3,19.8142857142857,24.3,19.3357142857143,27.3
219,2017-03-11 14:15:00,96.2,60.25,96.2,46.6,96.2,31.4,96.2,24.2571428571429,96.2
220,2017-03-12 06:41:00,161,128.6,161,93.8333333333333,161,52.0571428571429,161,34.15,161
221,2017-03-16 05:00:00,98.9,85.65,98.9,94.1,111,123.114285714286,298,70.7928571428571,298
222,2017-03-20 21:30:00,50.8,52.8,54.8,61.8333333333333,79.9,92.1142857142857,177,91.9214285714286,298
223,2017-04-01 03:11:00,66.8,43.45,66.8,35.7333333333333,66.8,29.8285714285714,66.8,49.0785714285714,121
224,2017-04-01 23:58:00,66.8,43.45,66.8,35.7333333333333,66.8,29.8285714285714,66.8,49.0785714285714,121
225,2017-04-06 01:26:00,311,178.6,311,139.6,311,116.957142857143,311,72.7642857142857,311
226,2017-04-13 03:51:00,108,67.5,108,55.6,108,77.4142857142857,203,97.1857142857143,311
227,2017-04-17 00:00:00,45.4,54.75,64.1,88.8333333333333,157,67.6142857142857,157,97.9428571428572,311
228,2017-04-17 15:05:00,360,202.7,360,156.5,360,113.328571428571,360,113.371428571429,360
229,2017-05-20 20:58:00,22.7,15.845,22.7,13.9966666666667,22.7,14.6985714285714,22.7,21.5492857142857,55.6
230,2017-06-08 01:42:00,87.3,51.05,87.3,40.4666666666667,87.3,31.1,87.3,28.2971428571429,87.3
231,2017-06-08 04:33:00,87.3,51.05,87.3,40.4666666666667,87.3,31.1,87.3,28.2971428571429,87.3
232,2017-06-08 17:07:00,87.3,51.05,87.3,40.4666666666667,87.3,31.1,87.3,28.2971428571429,87.3
233,2017-06-23 18:00:00,12.8,11.125,12.8,11.1166666666667,12.8,14.3928571428571,19.9,40.0678571428571,239
234,2017-07-01 20:54:00,16.6,17.3,18,20.1666666666667,25.9,46.9571428571429,141,64.4678571428571,493
235,2017-07-20 11:16:00,5.64,5.245,5.64,5.26333333333333,5.64,8.08857142857143,16.7,20.5014285714286,64.6
236,2017-07-20 14:06:00,5.64,5.245,5.64,5.26333333333333,5.64,8.08857142857143,16.7,20.5014285714286,64.6
237,2017-07-21 08:05:00,58.8,32.22,58.8,23.0966666666667,58.8,14.1028571428571,58.8,23.5728571428571,64.6
239,2018-06-04 04:37:00,316,160.855,316,109.163333333333,316,48.2857142857143,316,26.0185714285714,316
240,2018-08-14 16:03:00,85.1,47.265,85.1,31.5733333333333,85.1,13.5314285714286,85.1,6.76857142857143,85.1
241,2018-08-21 00:15:00,665,344.1,665,239.333333333333,665,203.471428571429,665,108.501428571429,665
242,2018-08-22 07:00:00,441,553,665,376.4,665,207.328571428571,665,140.001428571429,665
244,2018-09-07 01:32:00,107,70.3,107,63.1333333333333,107,59.4085714285714,173,43.8685714285714,173
