"unique_storm_number","sub_storms","suspended_sediment_load_pounds","chloride_load_pounds","no2_no3n_load_pounds","ammonium_n_load_pounds","tkn_unfiltered_load_pounds","orthophosphate_load_pounds","tp_unfiltered_load_pounds","total_nitrogen_load_pounds","organic_nitrogen_load_pounds","sum_runoff","sample_start","sample_end","storm_start","storm_end","peak_discharge","runoff_volume","frozen","X","stormnum","rain_startdate","rain_enddate","rain","duration","Ievent","I5","I10","I15","I30","I60","energy_m1","erosivity_m1","energy_m2","erosivity_m2","ARFdays1","ARFdays2","ARFdays7","ARFdays14","ant_discharge_date","ant_dis_1day_max","ant_dis_2day_mean","ant_dis_2day_max","ant_dis_3day_mean","ant_dis_3day_max","ant_dis_7day_mean","ant_dis_7day_max","ant_dis_14day_mean","ant_dis_14day_max","sin_sdate","cos_sdate","tmax","tmin","snwd_diff","days_since_planting","days_since_fertilizer","days_since_cultivation","days_since_disturbance"
111,"ESW2-34c",305.5,3.7,0.24,0.03,1.48,0.03,0.56,1.72,1.45,16554,"2015-04-09 19:01:00","2015-04-09 19:01:00","2015-04-09 19:01:00","2015-04-10 01:03:00",3.59,16554,0,54,54,"2015-04-09 19:01:00","2015-04-09 20:43:00",0.189000007,1.7,0.111176474705882,0.324000108,0.269999736,0.216000076,0.197999952,0.126000045,103.898946251836,0.20571986370714,121.808955889169,0.241181674192257,0.593999993,0.593999993,0.593999993,0.593999993,"2015-03-26 19:01:00",62.6,39.65,62.6,32,62.6,23.1571428571429,62.6,17.8571428571429,62.6,0.988677590232341,-0.150055398344652,10,1.7,0,0,314,161,10
115,"ESW2-35",2977.7,4.3,2.75,0.18,12.28,0.19,4.3,15.04,12.11,7862,"2015-05-17 16:47:00","2015-05-17 16:47:00","2015-05-17 16:46:00","2015-05-17 23:15:00",6.19,7862,0,55,55,"2015-05-17 16:46:00","2015-05-17 17:55:00",0.76,1.15,0.660869565217391,1.68,1.5,1.36,1.08,0.73,710.119575358698,7.66929141387394,676.65548985816,7.30787929046813,0,0,0,0,"2015-05-03 16:46:00",4.56,4.33,4.56,4.23666666666667,4.56,4.82571428571429,6.98,5.18071428571429,6.98,0.70558361010718,-0.708626678264457,23.3,13.3,0,18,18,19,10
116,"ESW2-36",2353.9,13.6,15.25,0.79,9.29,0.35,3.14,24.55,8.51,16183,"2015-05-24 19:13:00","2015-05-24 19:13:00","2015-05-24 19:08:00","2015-05-25 04:32:00",4.97,16183,0,56,56,"2015-05-24 12:53:00","2015-05-25 03:46:00",1.67,14.8833333333333,0.112206047032475,1.2,1.08,0.88,0.46,0.45,1186.9218362067,5.4598404465508,1232.54267610799,5.66969631009674,0,0,0.76,0.76,"2015-05-10 19:08:00",3.26,3.15,3.26,3.40666666666667,3.92,8.26,22.7,6.54285714285714,22.7,0.601624063224926,-0.798779372886363,25.6,12.2,0,25,25,26,10
118,"ESW2-37",237.9,5.1,3.62,0.12,1.7,0.06,0.44,5.32,1.58,2722,"2015-05-26 15:13:00","2015-05-26 15:13:00","2015-05-26 15:13:00","2015-05-26 20:30:00",0.97,2722,0,57,57,"2015-05-26 13:39:00","2015-05-26 15:26:00",0.26,1.78333333333333,0.145794392523364,0.72,0.6,0.52,0.34,0.21,179.908906944406,0.611690283610981,188.409835893559,0.640593442038102,0,1.65,1.67,2.43,"2015-05-12 15:13:00",70.7,71.25,71.8,48.5866666666667,71.8,23.5028571428571,71.8,15.9157142857143,71.8,0.587785252292474,-0.809016994374947,25.6,16.7,0,27,27,28,10
120,"ESW2-39",1228.4,74.7,69.71,0.72,8.76,1.23,3.14,78.47,8.04,30292,"2015-05-29 21:13:00","2015-05-29 21:13:00","2015-05-29 21:13:00","2015-06-01 10:45:00",3.92,30292,0,58,58,"2015-05-29 21:13:00","2015-05-31 08:45:00",0.782999985,35.5333333333333,0.0220356468574109,0.432000072,0.378000048,0.324000004,0.18000006,0.143999989,364.662911664789,0.656393459794366,423.168492491796,0.761703540386328,0,0,1.488999999,1.935000021,"2015-05-15 21:13:00",14.9,19.9,24.9,25.4666666666667,36.6,32.1714285714286,71.8,20.3842857142857,71.8,0.530730048161936,-0.84754092289283,26.7,3.9,0,30,30,31,10
122,"ESW2-40",13560.7,3.1,2.43,0.42,36.38,0.4,15.99,38.81,35.96,17531,"2015-06-08 13:45:00","2015-06-08 13:45:00","2015-06-08 13:45:00","2015-06-09 07:30:00",12.69,17531,0,59,59,"2015-06-08 13:45:00","2015-06-08 16:32:00",0.053999989,2.78333333333333,0.0194011936526946,0.32399976,0.215999898,0.143999932,0.089999972,0.044999986,30.3941627569894,0.0273547379709249,32.0764644198773,0.0288688089964796,0,0,0,0.899999984,"2015-05-25 13:45:00",9.21,8.56,9.21,8.68,9.21,13.1771428571429,25.1,36.6885714285714,142,0.393590276656467,-0.91928596971861,28.3,12.2,0,30,40,41,10
123,"ESW2-41",2977.4,87.4,76.93,0.76,19.47,2.34,7.31,96.4,18.71,75980,"2015-06-11 11:58:00","2015-06-11 11:58:00","2015-06-11 11:45:00","2015-06-13 11:00:00",4.53,75980,0,60,60,"2015-06-11 11:45:00","2015-06-12 07:39:00",1.73,19.9,0.0869346733668342,0.6,0.48,0.44,0.32,0.21,921.608024156128,2.94914567729961,1087.78625548079,3.48091601753851,0,0,0,0,"2015-05-28 11:45:00",7.16,8.505,9.85,8.79,9.85,9.04428571428571,10.9,29.1292857142857,142,0.345612312670735,-0.938377391740863,21.1,13.3,0,30,43,44,10
124,"ESW2-42",14296.3,27.5,10.35,0.88,47.79,1.49,17.24,58.14,46.91,63660,"2015-06-15 15:37:00","2015-06-15 15:37:00","2015-06-15 15:35:00","2015-06-17 13:00:00",16.66,63660,0,61,61,"2015-06-15 15:24:00","2015-06-15 17:38:00",0.97,2.23333333333333,0.434328358208955,3.84,2.64,1.88,1.14,0.74,865.847558336044,9.8706621650309,865.86913941244,9.87090818930181,0,0,1.73,1.73,"2015-06-01 15:35:00",32,41.45,50.9,78.3,152,47.6242857142857,152,30.4007142857143,152,0.280230675199217,-0.959932689659744,27.2,11.1,0,30,47,48,10
125,"ESW2-43",585.4,1.7,0.19,0.05,1.83,0.04,0.73,2.02,1.78,3335,"2015-06-22 11:23:00","2015-06-22 11:23:00","2015-06-22 11:15:00","2015-06-23 12:00:00",1.9,3335,0,62,62,"2015-06-22 10:26:00","2015-06-22 12:24:00",0.73,1.96666666666667,0.371186440677966,3.84,2.52,1.76,1.02,0.64,645.338732391638,6.5824550703947,654.989327431544,6.68089113980175,0,0,0.97,2.7,"2015-06-08 11:15:00",15.9,14.75,15.9,15.8666666666667,18.1,50.1571428571429,145,48.8907142857143,152,0.162807012938518,-0.986657932891657,28.3,14.4,0,30,54,55,10
127,"ESW2-44",182.5,3.8,0.02,0.01,0.75,0.5,0.92,0.77,0.74,6540,"2015-09-19 00:36:00","2015-09-19 00:36:00","2015-09-19 00:35:00","2015-09-19 10:00:00",1.21,6540,0,63,63,"2015-09-18 21:11:00","2015-09-19 03:47:00",1.19,6.6,0.18030303030303,0.96,0.84,0.68,0.58,0.49,849.591926510837,4.92763317376286,891.728260712934,5.17202391213502,0,0,0,0,"2015-09-05 00:35:00",19.7,10.195,19.7,6.95333333333333,19.7,3.82857142857143,19.7,12.59,63.8,-0.97961369164549,-0.200890555130638,21.7,9.4,0,30,71,144,10
128,"ESW2-45",5.6,2.7,0.13,0,0.18,0.13,0.15,0.31,0.18,1434,"2015-10-31 11:00:00","2015-10-31 11:00:00","2015-10-31 10:56:00","2015-11-01 01:00:00",0.0895,1434,0,64,64,"2015-10-31 04:23:00","2015-10-31 16:28:00",0.37,12.0833333333333,0.0306206896551724,0.24,0.12,0.16,0.12,0.09,149.073030217593,0.178887636261112,174.677600808725,0.20961312097047,0,0,0,0,"2015-10-17 10:56:00",2.85,3.155,3.46,3.19666666666667,3.46,2.28571428571429,3.46,1.50571428571429,3.46,-0.867456354729599,0.497513288907177,12.8,5,0,0,11,11,10
129,"ESW2-46",11.6,16.4,1.42,0.07,1.11,0.11,0.19,2.53,1.04,2229,"2015-11-17 17:02:00","2015-11-17 17:02:00","2015-11-17 17:02:00","2015-11-19 14:00:00",0.0555,2229,0,65,65,"2015-11-17 14:13:00","2015-11-19 06:32:00",0.85,40.3166666666667,0.0210830921868541,0.6,0.48,0.36,0.32,0.23,483.811290202239,1.54819612864717,526.828697893068,1.68585183325782,0,0,0,0,"2015-11-03 17:02:00",2.3,2.29,2.3,2.45333333333333,2.78,2.65428571428571,3.52,2.48714285714286,3.52,-0.687052767223669,0.726607524768564,14.4,1.1,0,0,12,12,10
130,"ESW2-47",215.2,213.2,29.54,9.51,24.45,3.13,4.3,53.99,14.95,31337,"2015-11-26 14:30:00","2015-11-26 14:30:00","2015-11-26 14:27:00","2015-11-28 03:45:00",1,31337,0,66,66,"2015-11-26 13:04:00","2015-11-27 02:01:00",1.34,12.95,0.103474903474903,0.36,0.3,0.24,0.22,0.21,671.610709579573,1.47754356107506,822.516197371535,1.80953563421738,0,0,0,0.85,"2015-11-12 14:27:00",5.25,3.625,5.25,3.16666666666667,5.25,4.95428571428571,11.8,5.87214285714286,20.3,-0.566701756291121,0.823923005757552,10,-7.7,0,0,21,21,10
131,"ESW2-48",439.7,153.9,24.47,6.79,16.76,2.68,3.82,41.23,9.98,26317,"2015-11-30 23:00:00","2015-11-30 23:00:00","2015-11-30 23:00:00","2015-12-04 02:00:00",0.61,26317,0,67,67,"2015-11-30 22:39:00","2015-12-01 08:12:00",0.53,9.55,0.0554973821989529,0.48,0.42,0.36,0.22,0.17,272.920215155209,0.600424473341461,312.798703954313,0.68815714869949,0,0,1.34,2.19,"2015-11-16 23:00:00",18.1,25.55,33,53.3666666666667,109,41.3714285714286,120,25.02,120,-0.49377555015998,0.86958938934661,7.2,-2.1,0,0,25,25,10
135,"ESW2-49a",1672.5,81.3,18.85,2.75,17.66,2.21,6.45,36.51,14.91,27199,"2015-12-13 04:40:00","2015-12-13 04:40:00","2015-12-13 04:40:00","2015-12-13 13:05:00",1.64,27199,0,68,68,"2015-12-13 04:33:00","2015-12-13 12:59:00",0.96,8.43333333333333,0.113833992094862,3.12,2.4,1.92,1.2,0.64,1549.0359940442,18.5884319285304,1526.90684903831,18.3228821884597,0,0,0,0.53,"2015-11-29 04:40:00",122,64.31,122,45.27,122,24.7242857142857,122,31.2407142857143,122,-0.304921224656291,0.952377575730397,12.8,5,0,0,38,38,10
136,"ESW2-49b",12901.9,399.8,113.69,18.14,118.93,16.61,45.99,232.62,100.79,204621,"2015-12-13 13:05:00","2015-12-13 13:05:00","2015-12-13 13:05:00","2015-12-15 12:00:00",5.5,204621,0,69,69,"2015-12-13 04:33:00","2015-12-14 17:59:00",2.89,37.4333333333333,0.0772039180765806,3.12,2.4,1.92,1.2,0.64,2564.24486008818,30.7709383210582,2698.55161297028,32.3826193556433,0,0,0,0.53,"2015-11-29 13:05:00",122,64.31,122,45.27,122,24.7242857142857,122,31.2407142857143,122,-0.304921224656291,0.952377575730397,12.8,0.6,0,0,38,38,10
138,"ESW2-49d",141,39.2,6.49,1.16,4.06,0.88,1.28,10.55,2.9,12450,"2015-12-16 05:44:00","2015-12-16 05:44:00","2015-12-16 05:44:00","2015-12-17 13:45:00",0.48,12450,0,70,70,"2015-12-16 05:19:00","2015-12-16 10:51:00",0.17,5.53333333333333,0.0307228915662651,0.36,0.24,0.24,0.18,0.1,84.1555736376021,0.151480032547684,90.6828518960579,0.163229133412904,0,0.61,3.85,3.85,"2015-12-02 05:44:00",255,475,695,686.666666666667,1110,314.821428571429,1110,166.547857142857,1110,-0.255353295116191,0.966847813605277,8.9,-3.2,0,0,41,41,10
139,"ESW2-50",539,94.6,15.06,4.34,10.3,2.06,3.17,25.36,5.96,22766,"2015-12-23 05:45:00","2015-12-23 05:45:00","2015-12-23 05:45:00","2015-12-25 08:30:00",0.93,22766,0,71,71,"2015-12-23 05:45:00","2015-12-24 00:33:00",0.32,18.8,0.0170212765957447,0.6,0.36,0.36,0.26,0.19,168.306571267904,0.437597085296549,184.664925904592,0.48012880735194,0,0,0.15,4.02,"2015-12-09 05:45:00",48.3,43.75,48.3,44.0333333333333,48.3,75.3142857142857,176,195.067857142857,1110,-0.137278772113269,0.990532452132222,11.7,-4.9,0,0,48,48,10
140,"ESW2-51a",18,5.2,0.86,0.31,1.24,0.16,0.29,2.1,0.93,7223,"2016-02-19 16:30:00","2016-02-19 16:30:00","2016-02-19 16:30:00","2016-02-20 09:19:00",0.17,7223,1,72,72,"2016-02-19 16:30:00","2016-02-19 16:31:00",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2016-02-05 16:30:00",10.8,9.32,10.8,9.36,10.8,8.66428571428571,10.8,9.04571428571429,12.6,0.758305808478561,0.651898995878715,7.8,1.1,-2.755907,0,106,106,10
141,"ESW2-51b",316.1,24.9,4.31,3.21,9.44,3.1,4.79,13.75,6.23,76723,"2016-02-20 09:19:00","2016-02-20 09:19:00","2016-02-20 09:19:00","2016-02-21 10:52:00",3.72,76723,1,73,73,"2016-02-20 09:19:00","2016-02-20 09:20:00",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2016-02-06 09:19:00",68.3,39.55,68.3,28.98,68.3,17.4385714285714,68.3,13.3585714285714,68.3,0.769414826883936,0.63874942205153,6.7,-1.6,-3.93701,0,107,107,10
142,"ESW2-51c",10.2,5.8,1.02,0.49,1.32,0.58,0.72,2.35,0.83,9634,"2016-02-21 10:52:00","2016-02-21 10:52:00","2016-02-21 10:52:00","2016-02-22 09:00:00",0.32,9634,1,74,74,"2016-02-21 10:52:00","2016-02-21 10:53:00",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2016-02-07 10:52:00",191,129.65,191,90.0333333333333,191,43.6628571428571,191,26.3807142857143,191,0.780295851070773,0.625410572985249,1.1,-3.8,-1.968505,0,108,108,10
146,"ESW2-52b",109.6,13.4,2.17,0.88,2.68,0.68,0.96,4.85,1.8,13928,"2016-02-28 08:15:00","2016-02-28 08:15:00","2016-02-28 08:15:00","2016-02-29 03:30:00",0.69,13928,1,75,75,"2016-02-28 08:15:00","2016-02-28 17:52:00",0.01,9.61666666666667,0.00103986135181976,0.12,0.06,0.04,0.02,0.01,8.71840619595693,0.00174368123919139,8.42568063876986,0.00168513612775397,0,0,0,0,"2016-02-14 08:15:00",126,83.45,126,70.1666666666667,126,69.0428571428571,126,56.3528571428571,191,0.849817091527526,0.527077708642376,5,-6.6,-1.968505,0,115,115,10
147,"ESW2-53a",29.9,4.1,0.63,0.28,0.91,0.23,0.31,1.54,0.64,4562,"2016-03-06 14:30:00","2016-03-06 14:30:00","2016-03-06 14:45:00","2016-03-06 20:47:00",0.35,4562,1,76,76,"2016-03-06 14:45:00","2016-03-06 14:46:00",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2016-02-21 14:45:00",39.5,40.2,40.9,43.2,49.2,70.0571428571429,130,69.55,130,0.907013812802634,0.421100870796093,6.1,0,-1.181103,0,122,122,10
148,"ESW2-53b",49.4,6.5,1.22,0.62,1.81,0.64,0.73,3.03,1.19,7828,"2016-03-06 20:47:00","2016-03-06 20:47:00","2016-03-06 20:47:00","2016-03-07 05:42:00",0.42,7828,1,77,77,"2016-03-06 20:47:00","2016-03-06 20:48:00",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2016-02-21 20:47:00",39.5,40.2,40.9,43.2,49.2,70.0571428571429,130,69.55,130,0.914127988185333,0.405425728359998,15,0,-3.149608,0,122,122,10
149,"ESW2-53c",581.6,30.4,6.34,1.74,7.07,1.21,2.22,13.41,5.32,25384,"2016-03-07 05:42:00","2016-03-07 05:42:00","2016-03-07 05:42:00","2016-03-08 05:46:00",0.95,25384,0,78,78,"2016-03-07 05:42:00","2016-03-07 05:43:00",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,"2016-02-22 05:42:00",126,82.75,126,68.8,126,69.4857142857143,126,71.1214285714286,130,0.914127988185333,0.405425728359998,18.9,3.9,-1.968505,0,123,123,10
150,"ESW2-53d",150.1,38.3,7.31,1.81,5.56,0.96,1.27,12.87,3.74,15612,"2016-03-08 05:46:00","2016-03-08 05:46:00","2016-03-08 05:46:00","2016-03-09 02:22:00",0.28,15612,0,79,79,"2016-03-08 05:46:00","2016-03-08 05:47:00",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,"2016-02-23 05:46:00",345,235.5,345,170.166666666667,345,104.885714285714,345,91.0357142857143,345,0.920971287716634,0.38963044953079,18.9,2.8,0,0,124,124,10
151,"ESW2-53e",620.2,79.6,14.45,5.02,12.84,2.2,3.45,27.29,7.82,24356,"2016-03-09 02:22:00","2016-03-09 02:22:00","2016-03-09 02:22:00","2016-03-11 01:30:00",1.29,24356,0,80,80,"2016-03-09 02:22:00","2016-03-09 09:56:00",0.15,7.56666666666667,0.0198237885462555,0.36,0.24,0.16,0.14,0.08,76.2030975013205,0.106684336501849,83.0498000662086,0.116269720092692,0,0,0,0.01,"2016-02-24 02:22:00",397,371,397,289.333333333333,397,150.857142857143,397,115.492857142857,397,0.927541683579196,0.373719714790471,12.8,-1.6,0,0,125,125,10
153,"ESW2-54",124.4,74.2,4.74,3.81,9.56,1.68,2.17,14.3,5.75,15820,"2016-03-13 17:30:00","2016-03-13 17:30:00","2016-03-13 17:30:00","2016-03-15 12:30:00",0.53,15820,0,81,81,"2016-03-13 16:52:00","2016-03-14 03:48:00",0.33,10.9333333333333,0.0301829268292683,0.12,0.12,0.08,0.08,0.07,128.211093209662,0.102568874567729,148.876122431488,0.11910089794519,0,0,0.15,0.16,"2016-02-28 16:30:00",68.6,75.8,83,87.2,110,194.657142857143,397,132.357142857143,397,0.951056516295153,0.309016994374948,10.6,2.8,0,0,129,129,10
154,"ESW2-55",19720.1,225.5,25.69,8.67,91.86,6.42,44.96,117.55,83.18,102894,"2016-03-15 16:45:00","2016-03-15 16:45:00","2016-03-15 16:45:00","2016-03-17 11:45:00",8.86,102894,0,82,82,"2016-03-15 16:00:00","2016-03-16 15:09:00",0.69,23.15,0.0298056155507559,0.96,0.66,0.44,0.3,0.24,380.299340904416,1.14089802271325,404.220673421519,1.21266202026456,0,0.33,0.48,0.48,"2016-03-01 15:45:00",97.2,99.6,102,89.2666666666667,102,155.828571428571,397,130.357142857143,397,0.9611297838723,0.276096973097471,10.6,1.1,0,0,131,131,10
155,"ESW2-56a",661.1,60.7,8.08,1.67,7.1,1.32,1.41,15.18,5.43,30084,"2016-03-26 12:30:00","2016-03-26 12:30:00","2016-03-26 12:30:00","2016-03-27 06:48:00",1.47,30084,0,83,83,"2016-03-26 12:30:00","2016-03-26 12:31:00",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,"2016-03-12 11:30:00",56.1,41.65,56.1,38.0333333333333,56.1,43.7428571428571,63.5,131.8,633,0.995918996147179,0.0902516100310419,7.2,-4.3,-5.118113,0,142,142,10
156,"ESW2-56b",230.1,64.6,9.33,1.83,6.46,1.41,1.53,15.79,4.63,20477,"2016-03-27 06:48:00","2016-03-27 06:48:00","2016-03-27 06:48:00","2016-03-28 13:00:00",1.26,20477,0,84,84,"2016-03-27 06:48:00","2016-03-27 17:28:00",0.18,10.6666666666667,0.016875,0.24,0.12,0.12,0.12,0.1,81.8672554441021,0.0982407065329225,97.7029714500977,0.117243565740117,0,0,0,1.02,"2016-03-13 06:48:00",250,153.05,250,111.1,250,70.3857142857143,250,144.757142857143,633,0.997324973108155,0.073095129898079,12.2,1.7,-5.118113,0,143,143,10
157,"ESW2-57a",6299.4,89.5,11.15,1.96,27.28,2.44,12.06,38.43,25.32,48280,"2016-03-31 00:17:00","2016-03-31 00:17:00","2016-03-31 00:17:00","2016-03-31 11:48:00",4.85,48280,0,85,85,"2016-03-30 20:28:00","2016-03-31 07:05:00",0.81,10.6166666666667,0.0762951334379906,0.6,0.54,0.48,0.44,0.34,509.159648800604,2.24030245472266,551.084314713315,2.42477098473859,0,0,0.18,0.18,"2016-03-17 00:17:00",341,204.75,341,171.833333333333,341,156.828571428571,341,108.992857142857,341,0.99999073973619,0.00430353829624771,6.1,0.6,0,0,147,147,10
158,"ESW2-57b",1586.8,55.9,7.5,1.33,9.24,1.42,3.92,16.74,7.91,27302,"2016-03-31 11:48:00","2016-03-31 11:48:00","2016-03-31 11:48:00","2016-04-01 06:45:00",2.48,27302,0,86,86,"2016-03-31 11:48:00","2016-03-31 18:18:00",0.28,6.5,0.0430769230769231,0.24,0.24,0.24,0.18,0.17,147.318736415501,0.265173725547901,168.563931930488,0.303415077474878,0.81,0.81,0.99,0.99,"2016-03-17 11:48:00",341,204.75,341,171.833333333333,341,156.828571428571,341,108.992857142857,341,0.99999073973619,0.00430353829624771,8.9,-1,0,0,147,147,10
165,"ESW2-58",137.2,0.3,0.82,0.08,0.72,0.02,0.21,1.54,0.63,674,"2016-06-10 21:00:00","2016-06-10 21:00:00","2016-06-10 21:00:00","2016-06-10 23:00:00",0.41,674,0,87,87,"2016-06-10 21:00:00","2016-06-10 21:01:00",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2016-05-27 21:00:00",4.18,3.815,4.18,3.89,4.18,4.41428571428571,5.03,5.49142857142857,8.54,0.329408482224533,-0.944187508834198,30.6,13.9,0,22,23,25,0
167,"ESW2-59",9289.6,25.8,20.34,0.84,33.53,0.59,13.19,53.87,32.69,29350,"2016-06-15 18:54:00","2016-06-15 18:54:00","2016-06-15 18:54:00","2016-06-16 07:45:00",14.12,29350,0,88,88,"2016-06-15 18:28:00","2016-06-16 03:26:00",0.9,8.96666666666667,0.100371747211896,4.2,3.36,2.8,1.74,0.89,940.313768113004,16.3614595651663,902.806357325431,15.7088306174625,0,0,0,0,"2016-06-01 18:54:00",9.79,8.425,9.79,7.69666666666667,9.79,7.44571428571429,12.9,6.47285714285714,12.9,0.263665492728009,-0.964614175691243,24.4,13.9,0,27,28,30,5
168,"ESW2-60",195.3,5.3,1.21,0.05,1.1,0.14,0.4,2.3,1.05,5365,"2016-06-26 03:57:00","2016-06-26 03:57:00","2016-06-26 03:57:00","2016-06-26 10:00:00",1.41,5365,0,89,89,"2016-06-26 03:19:00","2016-06-26 07:31:00",1.5,4.2,0.357142857142857,2.28,1.86,1.72,1.56,1.18,1436.48481891486,22.4091631750718,1362.07106097738,21.2483085512471,0,0,0,0.9,"2016-06-12 03:57:00",16,9.6,16,7.81666666666667,16,7.19285714285714,16,20.0171428571429,107,0.0773864792334671,-0.997001169925015,30.6,20.6,0,30,39,41,10
169,"ESW2-61",87.3,6.4,0.9,0.05,0.95,0.13,0.29,1.85,0.9,4251,"2016-06-30 16:20:00","2016-06-30 16:20:00","2016-06-30 16:20:00","2016-07-01 00:30:00",0.72,4251,0,90,90,"2016-06-30 15:43:00","2016-06-30 22:24:00",1.05,6.68333333333333,0.1571072319202,2.28,1.62,1.36,0.9,0.58,849.885657665297,7.64897091898767,851.286759802096,7.66158083821886,0,0,1.5,1.5,"2016-06-16 16:20:00",4.15,4.725,5.3,6.22333333333333,9.22,9.00285714285714,20.9,13.5514285714286,62.3,0.00860699688869101,-0.999962959116266,25,11.7,0,30,43,45,10
171,"ESW2-63",12.3,4.8,0.15,0.01,0.4,0.11,0.15,0.55,0.39,2341,"2016-09-06 19:08:00","2016-09-06 19:08:00","2016-09-06 19:08:00","2016-09-07 15:15:00",0.25,2341,0,91,91,"2016-09-06 18:58:00","2016-09-07 13:36:00",0.94,18.6333333333333,0.0504472271914132,1.32,1.08,1.04,0.76,0.38,604.51448710758,4.59431010201761,627.137570520556,4.76624553595622,0,0,0,0,"2016-08-23 19:08:00",0.81,0.78,0.81,0.796666666666667,0.83,1.19,2,2.20285714285714,6.24,-0.924290722193092,-0.381689220266663,30.6,18.3,0,30,111,113,10
172,"ESW2-64",19,7.1,0.01,0.01,0.65,0.17,0.23,0.66,0.64,4415,"2016-09-10 04:49:00","2016-09-10 04:49:00","2016-09-10 04:49:00","2016-09-10 20:45:00",0.46,4415,0,92,92,"2016-09-10 03:48:00","2016-09-10 16:28:00",0.68,12.6666666666667,0.0536842105263158,0.72,0.66,0.6,0.48,0.36,469.27221546112,2.25250663421338,483.482431863767,2.32071567294608,0,0,0.94,0.94,"2016-08-27 04:49:00",6.84,7.07,7.3,9.78,15.2,5.17142857142857,15.2,3.56928571428571,15.2,-0.94276114339042,-0.333468778918189,21.7,10,0,30,115,117,10
179,"ESW2-66a",1179,37.6,5,0.09,9.66,1.44,4.35,14.66,9.57,34845,"2016-09-21 22:32:00","2016-09-21 22:32:00","2016-09-21 22:32:00","2016-09-22 03:30:00",4.72,34845,0,93,93,"2016-09-21 20:29:00","2016-09-22 03:28:00",1.19,6.98333333333333,0.170405727923628,0.48,0.48,0.48,0.4,0.32,777.841521860894,3.11136608744358,851.948537157352,3.40779414862941,0,0,0,0.68,"2016-09-07 22:32:00",3.68,4.17,4.66,4.94,6.48,8.98,21.1,14.3857142857143,53.5,-0.991114063993454,-0.133014706534197,22.8,13.9,0,30,126,128,10
181,"ESW2-66c",36.7,17.3,2.15,0.02,1.51,0.35,0.48,3.67,1.49,7828,"2016-09-22 07:27:00","2016-09-22 07:27:00","2016-09-22 07:27:00","2016-09-23 06:45:00",0.61,7828,0,94,94,"2016-09-22 07:14:00","2016-09-22 08:52:00",0.09,1.63333333333333,0.0551020408163265,0.36,0.24,0.16,0.08,0.07,48.1422041526082,0.0385137633220865,52.9363506742252,0.0423490805393801,1.19,1.19,1.19,1.87,"2016-09-08 07:27:00",53.4,28.54,53.4,20.58,53.4,13.5942857142857,53.4,17.1142857142857,53.5,-0.991114063993454,-0.133014706534197,22.8,13.9,0,30,127,129,10
182,"ESW2-67",177,7.7,0.01,0.02,1.36,0.23,0.61,1.38,1.34,3905,"2016-09-25 16:40:00","2016-09-25 16:40:00","2016-09-25 16:40:00","2016-09-26 01:30:00",1.18,3905,0,95,95,"2016-09-25 16:21:00","2016-09-25 21:00:00",0.31,4.65,0.0666666666666667,1.2,0.96,0.8,0.56,0.29,273.466578907013,1.53141284187927,256.569395752232,1.4367886162125,0,0,1.28,1.28,"2016-09-11 16:40:00",24,31.7,39.4,54.3,99.5,33.0171428571429,99.5,26.3114285714286,99.5,-0.99665890175417,-0.0816763953304256,25,11.1,0,30,130,132,10
184,"ESW2-68",1237.5,74.7,5.01,0.14,8.23,0.74,3.16,13.24,8.09,22297,"2016-10-26 06:52:00","2016-10-26 06:52:00","2016-10-26 06:52:00","2016-10-27 06:45:00",0.61,22297,0,96,96,"2016-10-26 05:07:00","2016-10-26 20:16:00",1.22,15.15,0.0805280528052805,0.48,0.48,0.44,0.36,0.32,674.179674090944,2.4270468267274,774.142917108757,2.78691450159152,0,0,0,0,"2016-10-12 06:52:00",17.4,10.055,17.4,7.64666666666667,17.4,5.19,17.4,7.55857142857143,22.3,-0.899630869652244,0.436651231956062,9.4,4.4,0,0,161,163,10
186,"ESW2-69",28.9,29.1,0.78,1.27,4.88,0.32,0.72,5.65,3.6,1977,"2016-11-28 00:57:00","2016-11-28 00:57:00","2016-11-28 00:57:00","2016-11-28 14:12:00",0.1,1977,0,97,97,"2016-11-27 23:58:00","2016-11-28 14:09:00",0.47,14.1833333333333,0.0331374853113984,0.36,0.3,0.24,0.22,0.18,259.436338941541,0.57075994567139,299.741457982027,0.659431207560461,0,0,0,0,"2016-11-14 00:57:00",17.2,11.645,17.2,9.98666666666667,17.2,7.02571428571429,17.2,5.76357142857143,17.2,-0.523415607365552,0.852077521101308,10,6.7,0,0,194,14,10
