"unique_storm_number","sub_storms","suspended_sediment_load_pounds","chloride_load_pounds","no2_no3n_load_pounds","ammonium_n_load_pounds","tkn_unfiltered_load_pounds","orthophosphate_load_pounds","tp_unfiltered_load_pounds","total_nitrogen_load_pounds","organic_nitrogen_load_pounds","sum_runoff","sample_start","sample_end","storm_start","storm_end","peak_discharge","runoff_volume","frozen","X","stormnum","rain_startdate","rain_enddate","rain","duration","Ievent","I5","I10","I15","I30","I60","energy_m1","erosivity_m1","energy_m2","erosivity_m2","ARFdays1","ARFdays2","ARFdays7","ARFdays14","ant_discharge_date","ant_dis_1day_max","ant_dis_2day_mean","ant_dis_2day_max","ant_dis_3day_mean","ant_dis_3day_max","ant_dis_7day_mean","ant_dis_7day_max","ant_dis_14day_mean","ant_dis_14day_max","sin_sdate","cos_sdate","tmax","tmin","snwd_diff","days_since_planting","days_since_fertilizer","days_since_cultivation","days_since_disturbance"
187,"ESW2-70",514.9,330.4,31.83,13.5,46.42,5.35,9.1,78.25,32.92,32472,"2016-11-28 14:12:00","2016-11-28 14:12:00","2016-11-28 14:12:00","2016-11-30 02:55:00",1.29,32472,0,98,98,"2016-11-28 14:09:00","2016-11-29 00:12:00",0.73,10.05,0.072636815920398,0.36,0.24,0.2,0.18,0.13,339.378275718535,0.610880896293362,415.583001540369,0.748049402772664,0.46,0.46,0.46,0.46,"2016-11-14 14:12:00",17.2,11.645,17.2,9.98666666666667,17.2,7.02571428571429,17.2,5.76357142857143,17.2,-0.523415607365552,0.852077521101308,10,-0.5,0,0,194,14,10
193,"ESW2-71b",8.5,2.2,0.43,0.19,0.67,0.25,0.28,1.1,0.49,6830,"2017-01-18 09:14:00","2017-01-18 09:14:00","2017-01-18 09:14:00","2017-01-19 09:45:00",0.22,6830,1,99,99,"2017-01-18 09:14:00","2017-01-18 09:15:00",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2017-01-04 09:14:00",95.2,69.05,95.2,48.89,95.2,26.0842857142857,95.2,16.5414285714286,95.2,0.32126966169236,0.946987753076077,2.8,0.6,0,0,245,65,10
196,"ESW2-71e",55.5,23.5,2.64,0.97,3.94,0.88,1.08,6.58,2.98,14584,"2017-01-23 08:41:00","2017-01-23 08:41:00","2017-01-23 08:41:00","2017-01-24 07:00:00",0.68,14584,1,100,100,"2017-01-23 08:41:00","2017-01-23 08:42:00",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2017-01-09 08:41:00",262,274.5,287,241.666666666667,287,153.728571428571,287,82.0242857142857,287,0.40148798920597,0.915864288267288,6.7,1.7,-1.968505,0,250,70,10
197,"ESW2-71f",54.5,28.8,2.26,1.32,4.8,0.98,1.17,7.07,3.48,13426,"2017-01-24 07:00:00","2017-01-24 07:00:00","2017-01-24 07:00:00","2017-01-25 06:00:00",0.62,13426,1,101,101,"2017-01-24 07:00:00","2017-01-25 05:53:00",0.05,22.8833333333333,0.0021849963583394,0.12,0.06,0.04,0.02,0.02,21.8098751408585,0.00436197502817171,19.1146602073734,0.00382293204147467,0,0,0,0,"2017-01-10 07:00:00",187,224.5,262,245.333333333333,287,174.314285714286,287,94.8564285714286,287,0.417193602612313,0.908817637339505,6.7,0.6,-1.181103,0,251,71,10
200,"ESW2-72",167.2,8,0.84,0.64,2.15,0.35,0.69,2.99,1.51,9017,"2017-02-12 10:45:00","2017-02-12 10:45:00","2017-02-12 10:45:00","2017-02-12 16:53:00",0.77,9017,1,102,102,"2017-02-12 10:45:00","2017-02-12 10:46:00",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2017-01-29 10:45:00",14.2,13.35,14.2,12.6333333333333,14.2,11.7,14.2,15.6142857142857,32.4,0.687052767223664,0.726607524768568,4.4,-1,0,0,270,90,10
203,"ESW2-73",34.3,6.7,0.01,1.09,1.99,0.53,0.67,2.01,0.9,4612,"2017-02-17 11:45:00","2017-02-17 11:45:00","2017-02-17 11:45:00","2017-02-17 20:00:00",0.37,4612,1,103,103,"2017-02-17 11:45:00","2017-02-17 11:46:00",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2017-02-03 11:45:00",46.1,51.1,56.1,58.7333333333333,74,38.4,74,25.0285714285714,74,0.746972087696554,0.664855397964288,11.1,-2.1,0,0,275,95,10
204,"ESW2-74",85.8,18,0.02,1.92,3.68,0.54,0.86,3.71,1.76,7903,"2017-02-18 07:45:00","2017-02-18 07:45:00","2017-02-18 07:45:00","2017-02-18 20:45:00",0.44,7903,1,104,104,"2017-02-18 07:45:00","2017-02-18 07:46:00",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2017-02-04 07:45:00",73.4,59.75,73.4,58.5333333333333,73.4,47.1,74,29.2928571428571,74,0.758305808478558,0.651898995878718,13.9,3.3,0,0,276,96,10
205,"ESW2-75",17.2,20.6,0.04,1.11,2.46,0.21,0.37,2.5,1.34,6706,"2017-02-19 08:00:00","2017-02-19 08:00:00","2017-02-19 08:00:00","2017-02-19 23:45:00",0.27,6706,1,105,105,"2017-02-19 08:00:00","2017-02-19 08:01:00",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2017-02-05 08:00:00",139,106.2,139,86.1666666666667,139,64.9285714285714,139,38.3142857142857,139,0.769414826883935,0.63874942205153,13.9,0,0,0,277,97,10
206,"ESW2-76a",3.8,10.8,0.02,0.33,1,0.07,0.14,1.02,0.67,3043,"2017-02-20 06:30:00","2017-02-20 06:30:00","2017-02-20 06:30:00","2017-02-20 18:04:00",0.17,3043,1,106,106,"2017-02-20 06:30:00","2017-02-20 06:31:00",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2017-02-06 06:30:00",134,136.5,139,115.466666666667,139,81,139,47.0357142857143,139,0.780295851070775,0.625410572985247,11.7,1.1,0,0,278,98,10
207,"ESW2-76b",402.7,134,0.1,5.99,15.66,1.18,2.77,15.75,9.67,31467,"2017-02-20 18:04:00","2017-02-20 18:04:00","2017-02-20 18:04:00","2017-02-21 23:55:00",0.9,31467,1,107,107,"2017-02-20 18:04:00","2017-02-21 02:15:00",0.21,8.18333333333333,0.0256619144602851,0.24,0.24,0.2,0.18,0.11,96.7521289855272,0.174153832173949,108.111064075339,0.194599915335611,0,0,0,0,"2017-02-06 18:04:00",134,136.5,139,115.466666666667,139,81,139,47.0357142857143,139,0.790945656756774,0.611886401268728,15,1.1,0,0,278,98,10
210,"ESW2-77a",448.8,163.9,3.7,7.92,16.26,2.02,3.38,19.96,8.34,42288,"2017-02-28 03:15:00","2017-02-28 03:15:00","2017-02-28 03:15:00","2017-02-28 22:07:00",1.71,42288,0,108,108,"2017-02-28 02:43:00","2017-02-28 13:04:00",0.18,10.35,0.0173913043478261,0.24,0.12,0.12,0.1,0.06,75.2718451434812,0.0752718451434812,84.4450169403288,0.0844450169403288,0,0,0,0.21,"2017-02-14 03:15:00",96.7,73.45,96.7,67.1666666666667,96.7,102.6,223,104.485714285714,223,0.8587639582758,0.512371412128428,5,0.6,-1.968505,0,286,106,10
211,"ESW2-77b",225.2,78.6,2.35,4.57,9.07,1.1,1.75,11.42,4.5,19824,"2017-02-28 22:07:00","2017-02-28 22:07:00","2017-02-28 22:07:00","2017-03-01 10:00:00",1.09,19824,0,109,109,"2017-02-28 22:07:00","2017-03-01 03:48:00",0.14,5.68333333333333,0.024633431085044,0.24,0.18,0.12,0.06,0.06,59.9586074249935,0.0359751644549961,65.7435650875499,0.03944613905253,0.18,0.18,0.18,0.39,"2017-02-14 22:07:00",96.7,73.45,96.7,67.1666666666667,96.7,102.6,223,104.485714285714,223,0.867456354729596,0.497513288907182,5,-7.1,-3.149608,0,286,106,10
212,"ESW2-78a",556.8,210.2,5.82,12.67,27.13,3.42,5.11,32.95,14.46,66554,"2017-03-05 12:45:00","2017-03-05 12:45:00","2017-03-05 12:45:00","2017-03-07 00:33:00",1.51,66554,0,110,110,"2017-03-05 12:45:00","2017-03-07 00:31:00",0.02,35.7666666666667,0.000559179869524697,0.24,0.12,0.08,0.04,0.02,20.5321444795081,0.00821285779180322,16.2222095583086,0.00648888382332344,0,0,0.32,0.53,"2017-02-19 12:45:00",37.7,41.45,45.2,49.1333333333333,64.5,104.471428571429,300,118.471428571429,300,0.899630869652242,0.436651231956068,15,-0.5,-5.118113,0,291,111,10
213,"ESW2-78b",3223.8,77.9,2.27,4.84,21.68,1.23,6.44,23.96,16.85,24290,"2017-03-07 00:33:00","2017-03-07 00:33:00","2017-03-07 00:33:00","2017-03-07 17:15:00",2.76,24290,0,111,111,"2017-03-07 00:31:00","2017-03-07 04:00:00",0.22,3.48333333333333,0.0631578947368421,0.84,0.54,0.44,0.28,0.19,150.792989675577,0.422220371091615,154.478887907053,0.432540886139749,0.01,0.01,0.33,0.36,"2017-02-21 00:33:00",416,277,416,197.233333333333,416,162.628571428571,416,132.614285714286,416,0.914127988185332,0.405425728360002,15,1.7,0,0,293,113,10
214,"ESW2-79a",169.2,46.2,4.14,1.22,5.53,0.27,0.81,9.67,4.31,10037,"2017-03-24 16:01:00","2017-03-24 16:01:00","2017-03-24 16:01:00","2017-03-25 15:23:00",0.34,10037,0,112,112,"2017-03-24 14:50:00","2017-03-25 05:45:00",0.53,14.9166666666667,0.0355307262569832,0.24,0.18,0.16,0.12,0.1,222.232974272483,0.266679569126979,267.353428148047,0.320824113777656,0,0,0,0,"2017-03-10 15:01:00",24.3,21.8,24.3,21.3666666666667,24.3,19.8142857142857,24.3,19.3357142857143,27.3,0.992222209417932,0.124479263886793,5,1.7,0,0,310,130,10
215,"ESW2-79b",41.6,46.2,3.9,2.01,4.47,0.28,0.5,8.37,2.46,8442,"2017-03-25 15:23:00","2017-03-25 15:23:00","2017-03-25 15:23:00","2017-03-26 09:49:00",0.32,8442,0,113,113,"2017-03-25 15:23:00","2017-03-26 09:48:00",0.13,18.4166666666667,0.00705882352941176,0.24,0.18,0.12,0.1,0.05,72.5023727555007,0.0725023727555007,66.4991684407384,0.0664991684407384,0.49,0.53,0.53,0.53,"2017-03-11 14:23:00",96.2,60.25,96.2,46.6,96.2,31.4,96.2,24.2571428571429,96.2,0.994217906893952,0.107381346664164,3.9,1.7,0,0,311,131,10
216,"ESW2-79c",1636.2,164.1,14.31,7.2,22.31,1.12,4.18,36.61,15.11,35806,"2017-03-26 09:49:00","2017-03-26 09:49:00","2017-03-26 09:49:00","2017-03-28 15:30:00",1.32,35806,0,114,114,"2017-03-26 06:34:00","2017-03-26 23:45:00",0.41,17.1833333333333,0.0238603297769156,0.48,0.36,0.28,0.2,0.15,198.993197765763,0.397986395531525,216.059253900916,0.432118507801832,0.09,0.62,0.62,0.62,"2017-03-12 09:49:00",161,128.6,161,93.8333333333333,161,52.0571428571429,161,34.15,161,0.995918996147179,0.0902516100310457,10,-0.5,0,0,312,132,10
217,"ESW2-80",187,84.6,2.67,3.36,9.85,0.7,1.37,12.52,6.49,17828,"2017-03-30 01:00:00","2017-03-30 01:00:00","2017-03-30 01:00:00","2017-03-31 15:30:00",0.56,17828,0,115,115,"2017-03-29 23:55:00","2017-03-30 22:09:00",0.41,22.2333333333333,0.0184407796101949,0.12,0.12,0.08,0.08,0.06,151.735355515299,0.121388284412239,162.350945818974,0.129880756655179,0,0,1.07,1.07,"2017-03-16 01:00:00",98.9,85.65,98.9,94.1,111,123.114285714286,298,70.7928571428571,298,0.999768501979891,0.021516097436229,11.1,0,0,0,316,136,10
219,"ESW2-81",344.9,89,1.87,1.88,9.87,0.92,2.2,11.74,7.99,23021,"2017-04-03 19:45:00","2017-04-03 19:45:00","2017-04-03 19:45:00","2017-04-04 21:30:00",0.84,23021,0,116,116,"2017-04-03 19:45:00","2017-04-04 10:34:00",0.4,14.8166666666667,0.0269966254218223,0.12,0.12,0.08,0.06,0.06,151.193319920712,0.0907159919524269,174.484256002852,0.104690553601711,0,0,0.41,1.48,"2017-03-20 19:45:00",50.8,52.8,54.8,61.8333333333333,79.9,92.1142857142857,177,91.9214285714286,298,0.997917160865393,-0.0645084494493103,16.7,3.3,0,0,320,140,10
221,"ESW2-82",169.8,4.3,0.55,0.04,1.08,0.04,0.38,1.63,1.04,1874,"2017-04-15 05:18:00","2017-04-15 05:18:00","2017-04-15 05:18:00","2017-04-15 16:15:00",0.29,1874,0,117,117,"2017-04-15 00:37:00","2017-04-15 12:55:00",0.75,12.3,0.0609756097560976,0.48,0.36,0.32,0.26,0.23,380.203713032703,0.988529653885029,453.529872463923,1.1791776684062,0,0,0,0.4,"2017-04-01 05:18:00",66.8,43.45,66.8,35.7333333333333,66.8,29.8285714285714,66.8,49.0785714285714,121,0.967937783024065,-0.251190063884818,23.3,10,0,0,332,152,10
222,"ESW2-83",24872.7,98.6,7.12,0.93,107.83,1.37,40.93,114.95,106.91,57007,"2017-04-15 23:30:00","2017-04-15 23:30:00","2017-04-15 23:30:00","2017-04-16 14:30:00",14.16,57007,0,118,118,"2017-04-15 23:10:00","2017-04-16 13:21:00",0.15,14.1833333333333,0.0105757931844888,0.12,0.12,0.12,0.06,0.04,57.1987203376728,0.0343192322026037,51.7940881552215,0.0310764528931329,0.75,0.75,0.75,1.15,"2017-04-01 23:30:00",66.8,43.45,66.8,35.7333333333333,66.8,29.8285714285714,66.8,49.0785714285714,121,0.96347054856415,-0.267814305162169,23.3,7.8,0,0,332,152,10
223,"ESW2-84a",10631.1,57.7,2.96,0.37,49.58,0.85,18.97,52.54,49.21,40621,"2017-04-20 01:06:00","2017-04-20 01:06:00","2017-04-20 01:06:00","2017-04-20 18:45:00",5.36,40621,0,119,119,"2017-04-20 00:29:00","2017-04-20 15:19:00",1,14.8333333333333,0.0674157303370786,1.08,0.96,0.72,0.56,0.51,777.377949906751,4.35331651947781,781.875204573714,4.3785011456128,0,0,0.9,0.9,"2017-04-06 01:06:00",311,178.6,311,139.6,311,116.957142857143,311,72.7642857142857,311,0.942761143390421,-0.333468778918187,8.9,5,0,0,337,157,10
224,"ESW2-84b",44.2,7.8,0.2,0.02,0.67,0.07,0.17,0.87,0.65,2834,"2017-04-20 18:45:00","2017-04-20 18:45:00","2017-04-20 18:45:00","2017-04-21 09:00:00",0.29,2834,0,120,120,"2017-04-20 18:45:00","2017-04-20 20:13:00",0.03,1.46666666666667,0.0204545454545455,0.24,0.18,0.12,0.06,0.03,19.0516563115738,0.0114309937869443,21.1220899244176,0.0126732539546506,1,1,1.9,1.9,"2017-04-06 18:45:00",311,178.6,311,139.6,311,116.957142857143,311,72.7642857142857,311,0.942761143390421,-0.333468778918187,15.6,3.9,0,0,337,157,10
225,"ESW2-85",530.8,29.9,1.61,0.15,4.41,0.35,1.52,6.02,4.26,15644,"2017-04-27 04:31:00","2017-04-27 04:31:00","2017-04-27 04:31:00","2017-04-28 05:30:00",0.93,15644,0,121,121,"2017-04-27 00:34:00","2017-04-27 23:50:00",1.01,23.2666666666667,0.0434097421203438,0.36,0.24,0.24,0.18,0.16,496.137463321167,0.893047433978101,600.66674978384,1.08120014961091,0,0,1.01,1.93,"2017-04-13 04:31:00",108,67.5,108,55.6,108,77.4142857142857,203,97.1857142857143,311,0.895839290734909,-0.444378178104613,11.1,2.2,0,0,344,164,10
226,"ESW2-86a",5901.3,68.6,1.98,0.28,29.38,1.05,10.79,31.36,29.1,45251,"2017-05-01 00:15:00","2017-05-01 00:15:00","2017-05-01 00:15:00","2017-05-01 15:03:00",5.19,45251,0,122,122,"2017-04-30 22:54:00","2017-05-01 15:02:00",0.87,16.1333333333333,0.0539256198347107,0.6,0.54,0.48,0.42,0.32,570.235737709615,2.39499009838038,612.067371512609,2.57068296035296,0,0,1.01,2.04,"2017-04-17 00:15:00",360,202.7,360,156.5,360,113.328571428571,360,113.371428571429,360,0.863142128049913,-0.504961054721518,13.3,3.9,0,0,348,168,10
227,"ESW2-86b",230,34.1,0.33,0.1,2.67,0.33,0.8,3,2.57,10649,"2017-05-01 15:04:00","2017-05-01 15:04:00","2017-05-01 15:04:00","2017-05-02 14:15:00",0.63,10649,0,123,123,"2017-05-01 15:02:00","2017-05-02 03:07:00",0.2,12.0833333333333,0.016551724137931,0.84,0.48,0.36,0.18,0.09,109.904611182718,0.197828300128893,103.126910960383,0.18562843972869,0.86,0.86,1.87,2.9,"2017-04-17 15:04:00",360,202.7,360,156.5,360,113.328571428571,360,113.371428571429,360,0.863142128049913,-0.504961054721518,13.3,3.9,0,0,348,168,10
228,"ESW2-87",9607.4,9.6,17.39,0.98,40.78,0.31,9.75,58.17,39.8,19213,"2017-06-03 05:51:00","2017-06-03 05:51:00","2017-06-03 05:51:00","2017-06-03 13:15:00",9.45,19213,0,124,124,"2017-06-03 05:21:00","2017-06-03 13:04:00",1.3,7.71666666666667,0.168466522678186,2.16,1.62,1.6,1.36,1.19,1299.6513947939,17.675258969197,1223.16583543865,16.6350553619657,0,0,0,0,"2017-05-20 05:51:00",22.7,15.845,22.7,13.9966666666667,22.7,14.6985714285714,22.7,21.5492857142857,55.6,0.455906693508461,-0.890027576434675,27.8,14.4,0,17,6,17,6
231,"ESW2-89",3647.8,1.4,1.83,0.15,11.47,0.17,4.38,13.29,11.31,7497,"2017-06-14 15:45:00","2017-06-14 15:45:00","2017-06-14 15:51:00","2017-06-14 19:45:00",5.32,7497,0,125,125,"2017-06-14 15:47:00","2017-06-14 17:11:00",0.6,1.4,0.428571428571429,2.4,2.1,1.84,1.06,0.56,578.134179675435,6.12822230455961,559.284185589761,5.92841236725147,0,0,0,1.3,"2017-05-31 15:51:00",26.1,28.2,30.3,21.82,30.3,16.98,30.3,40.5035714285714,238,0.280230675199221,-0.959932689659743,28.3,16.7,0,28,17,28,10
232,"ESW2-90",1627.4,0.7,0.42,0.05,5.04,0.06,1.91,5.47,5,3560,"2017-06-18 04:57:00","2017-06-18 04:57:00","2017-06-18 04:57:00","2017-06-18 07:15:00",2.74,3560,0,126,126,"2017-06-18 04:25:00","2017-06-18 06:01:00",0.38,1.6,0.2375,1.32,1.02,0.8,0.58,0.33,305.757529505372,1.77339367113116,307.11440878338,1.7812635709436,0,0,0.6,0.6,"2017-06-04 04:57:00",20.6,18.3,20.6,22.0666666666667,29.6,29.6942857142857,76.2,30.6757142857143,111,0.213520915439796,-0.976938492777182,23.3,15.6,0,30,21,32,10
233,"ESW2-91",1780.8,1.7,2.32,0.07,5.79,0.04,2.12,8.11,5.72,3446,"2017-06-18 13:00:00","2017-06-18 13:00:00","2017-06-18 13:00:00","2017-06-18 16:00:00",2.76,3446,0,127,127,"2017-06-18 13:00:00","2017-06-18 13:08:00",0.14,0.133333333333333,1.05,1.56,0.84,0.56,0.28,0.14,146.49499751258,0.410185993035224,141.243804807829,0.395482653461922,0.38,0.38,0.98,0.98,"2017-06-04 13:00:00",20.6,18.3,20.6,22.0666666666667,29.6,29.6942857142857,76.2,30.6757142857143,111,0.213520915439796,-0.976938492777182,23.3,15.6,0,30,21,32,10
236,"ESW2-93",9828.8,116.2,92.12,0.64,46.86,1.7,12.74,138.98,46.22,64157,"2017-06-22 16:47:00","2017-06-22 16:47:00","2017-06-22 16:47:00","2017-06-23 10:45:00",8.23,64157,0,128,128,"2017-06-22 16:04:00","2017-06-23 03:58:00",0.83,11.9,0.0697478991596639,1.44,0.78,0.52,0.34,0.25,476.938076466099,1.62158945998474,529.178740012935,1.79920771604398,0,0,0.52,1.12,"2017-06-08 16:47:00",87.3,51.05,87.3,40.4666666666667,87.3,31.1,87.3,28.2971428571429,87.3,0.145799196919877,-0.989314203970366,25.6,15.6,0,30,25,36,10
241,"ESW2-95",6975.6,6.3,4.41,0.58,23.37,0.79,9.1,27.78,22.79,44148,"2017-07-15 20:45:00","2017-07-15 20:45:00","2017-07-15 20:45:00","2017-07-15 23:45:00",28.4,44148,0,129,129,"2017-07-15 20:41:00","2017-07-15 21:30:00",1.45,0.816666666666667,1.77551020408163,3.72,3.24,2.84,2.3,1.45,1542.23449467861,35.4713933776081,1477.57731541809,33.984278254616,0,0,0,0,"2017-07-01 20:45:00",16.6,17.3,18,20.1666666666667,25.9,46.9571428571429,141,64.4678571428571,493,-0.263665492728006,-0.964614175691244,28.3,15,0,30,48,59,10
246,NA,69.5,3.9,0.78,0.38,1.16,0.29,0.44,1.94,0.78,2324,"2018-01-11 04:00:00","2018-01-11 04:00:00","2018-01-11 04:00:00","2018-01-11 22:30:00",0.1,2324,1,130,130,"2018-01-11 04:00:00","2018-01-11 16:48:00",0.17,12.8,0.01328125,0.12,0.12,0.08,0.08,0.07,73.7461721916233,0.0589969377532986,90.0462455413579,0.0720369964330863,0,0,0,0,"2017-12-28 04:00:00",8.55,4.94,8.55,3.58333333333333,8.55,1.88714285714286,8.55,1.245,8.55,0.205104499868618,0.978740079966915,8.9,-6.6,-3.149608,30,62,62,10
247,"ESW2-96",690.6,38.4,7.79,3.75,11.51,2.88,4.33,19.29,7.76,23096,"2018-01-22 05:45:00","2018-01-22 05:45:00","2018-01-22 05:45:00","2018-01-22 21:03:00",1.95,23096,1,131,131,"2018-01-22 03:02:00","2018-01-22 17:09:00",0.51,14.1166666666667,0.0361275088547816,0.24,0.18,0.2,0.18,0.15,230.45050453079,0.414810908155421,269.902007870648,0.485823614167166,0,0,0,0.17,"2018-01-08 05:45:00",35.3,19.465,35.3,14.1166666666667,35.3,8.45571428571428,35.3,9.32071428571428,35.3,0.385663406243604,0.922639548840489,1.7,-1,0,30,73,73,10
249,"ESW2-97",17.7,6.4,0.99,0.54,1.24,0.32,0.39,2.23,0.69,2695,"2018-01-26 10:45:00","2018-01-26 10:45:00","2018-01-26 10:45:00","2018-01-27 21:00:00",0.1,2695,1,132,132,"2018-01-26 10:45:00","2018-01-26 15:31:00",0.02,4.76666666666667,0.0041958041958042,0.12,0.06,0.04,0.04,0.02,12.2742751365899,0.00490971005463598,12.5449519918919,0.00501798079675678,0,0,0.51,0.51,"2018-01-12 10:45:00",23.3,27.15,31,34.5333333333333,49.3,33.1214285714286,85.9,20.5457142857143,85.9,0.448229341740406,0.893918596519259,7.8,-1,0,30,77,77,10
250,"ESW2-98",199.9,14.8,2.58,1.68,4.49,1.04,1.46,7.06,2.81,11156,"2018-02-15 10:00:00","2018-02-15 10:00:00","2018-02-15 10:00:00","2018-02-16 01:20:00",1,11156,1,133,133,"2018-02-15 10:00:00","2018-02-15 10:01:00",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2018-02-01 10:00:00",2.52,1.645,2.52,1.27,2.52,0.852857142857143,2.52,2.01928571428571,7.72,0.723644038295911,0.690173388242973,7.8,-8.8,-3.93701,30,97,97,10
252,"ESW2-99",118.8,12.6,0.03,1.33,3.76,0.94,1.26,6.4,2.44,10065,"2018-02-23 05:49:00","2018-02-23 05:49:00","2018-02-23 05:49:00","2018-02-23 20:33:00",0.48,10065,1,134,134,"2017-09-20 19:25:00","2017-09-20 23:02:00",0.483,3.61666666666667,0.133548387096774,24.408,18.144,15.336,10.584,6.912,6603.77302477733,698.943336942432,6696.82667012822,708.792134766371,0,0,0,0,"2018-02-09 05:49:00",47.5,50.8,54.1,58.0333333333333,72.5,33.8142857142857,72.5,17.8814285714286,72.5,0.811539059007357,0.584298173628373,3.3,-1,0,30,105,105,10
254,"ESW2-100",7417.1,45,9.78,4.42,34.43,2.95,13.57,44.22,30.01,30140,"2018-02-24 21:00:00","2018-02-24 21:00:00","2018-02-24 21:00:00","2018-02-25 05:25:00",5.43,30140,1,135,135,"2018-02-24 19:59:00","2018-02-25 02:20:00",0.41,6.35,0.0645669291338583,0.6,0.48,0.4,0.36,0.26,248.315103349114,0.893934372056811,268.799956511475,0.967679843441309,0,0,0,0,"2018-02-10 21:00:00",65,56.25,65,55.5333333333333,65,41.3142857142857,72.5,22.485,72.5,0.831170626365804,0.55601743665705,3.3,-2.7,0,30,106,106,10
257,"ESW2-101",4.7,3.8,0.46,0.02,0.22,0.01,0.02,0.68,0.2,1198,"2018-04-11 08:15:00","2018-04-11 08:15:00","2018-04-11 08:15:00","2018-04-12 13:12:00",0.11,1198,0,136,136,"2018-04-11 08:15:00","2018-04-12 09:49:00",0.21,25.5666666666667,0.00821382007822686,0.24,0.24,0.24,0.18,0.1,104.404475010126,0.187928055018227,120.097189883114,0.216174941789605,0,0,0,0,"2018-03-28 08:15:00",22.3,20,22.3,18.0666666666667,22.3,14.6714285714286,22.3,16.5571428571429,23.3,0.982926551979983,-0.183998351657674,10,-1,-1.968505,30,152,152,10
259,"ESW2-102",300.8,26.8,5.79,0.2,3.31,0.11,0.75,9.1,3.1,4687,"2018-04-13 06:19:00","2018-04-13 06:19:00","2018-04-13 06:19:00","2018-04-14 02:03:00",0.41,4687,0,137,137,"2018-04-13 06:19:00","2018-04-13 21:55:00",0.71,15.6,0.0455128205128205,0.72,0.42,0.36,0.3,0.24,409.486146728226,1.22845844018468,447.832073532463,1.34349622059739,0.01,0.21,0.21,0.21,"2018-03-30 06:19:00",79.6,61.2,79.6,48.2333333333333,79.6,28.5,79.6,22.3357142857143,79.6,0.97601055063237,-0.217723230396524,2.2,-4.3,7.086618,30,154,154,10
262,"ESW2-103",90.7,207.2,75.5,1.52,8.27,1.11,1.36,83.77,6.75,29640,"2018-04-21 07:31:00","2018-04-21 07:31:00","2018-04-21 07:31:00","2018-04-22 07:01:00",0.85,29640,0,138,138,"2018-04-21 07:31:00","2018-04-21 07:32:00",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,"2018-04-07 07:31:00",382,247.5,382,184.3,382,109.814285714286,382,76.2285714285714,382,0.936881346295433,-0.349647455251224,13.9,-2.1,-3.93701,30,162,162,10
263,"ESW2-104",1911.8,463.4,202.05,3.8,25.54,3.54,6.18,227.59,21.74,79133,"2018-04-22 07:01:00","2018-04-22 07:01:00","2018-04-22 07:01:00","2018-04-23 06:22:00",3.04,79133,0,139,139,"2018-04-22 07:01:00","2018-04-22 07:02:00",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,"2018-04-08 07:01:00",719,550.5,719,404.666666666667,719,204.1,719,126.735714285714,719,0.93072393103798,-0.365722523497268,17.2,-1.6,-5.118113,30,163,163,10
264,"ESW2-105",632.4,367.7,162.14,2.76,19.19,2.75,3.93,181.33,16.43,58893,"2018-04-23 06:22:00","2018-04-23 06:22:00","2018-04-23 06:22:00","2018-04-26 17:30:00",1.87,58893,0,140,140,"2018-04-23 06:22:00","2018-04-23 06:23:00",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,"2018-04-09 06:22:00",715,717,719,605.333333333333,719,299,719,176.792857142857,719,0.924290722193095,-0.381689220266654,18.9,-0.5,-5.118113,30,164,164,10
278,"ESW2-106A",918.9,24.5,3.92,0.33,7,1.78,3.01,10.92,6.67,52382,"2018-08-28 16:02:00","2018-08-28 16:02:00","2018-08-28 16:02:00","2018-08-28 18:56:00",14.71,52382,0,141,141,"2018-08-28 15:26:00","2018-08-28 18:53:00",2.61,3.45,0.756521739130435,13.68,11.88,10.68,9.54,6.03,7849.69492320408,748.860895673669,7669.78113349653,731.697120135569,0,0,0,0,"2018-08-14 16:02:00",85.1,47.265,85.1,31.5733333333333,85.1,13.5314285714286,85.1,6.76857142857143,85.1,-0.84524905735306,-0.534372558280984,27.2,19.4,0,30,80,93,10
